"event_id","latitude","longitude","first_detection","last_detection","detection_count"
"EVT-AGR-081","30.666882","75.831582","2025-07-28 00:00:00","2025-07-28 20:15:00","4"
"EVT-AGR-082","31.009642","75.48512","2025-10-26 00:00:00","2025-10-27 12:14:24","3"
"EVT-AGR-083","29.84116","77.463192","2026-03-04 00:00:00","2026-03-04 19:25:48","4"
"EVT-AGR-084","29.389346","76.133411","2026-02-14 00:00:00","2026-02-15 22:04:48","3"
"EVT-AGR-085","29.261878","77.14463","2025-05-13 00:00:00","2025-05-13 18:54:00","5"
"EVT-AGR-086","27.199092","77.877395","2025-03-01 00:00:00","2025-03-02 14:22:48","1"
"EVT-AGR-087","27.35833","80.650064","2026-03-15 00:00:00","2026-03-15 06:22:48","5"
"EVT-AGR-088","24.654005","83.471277","2026-06-23 00:00:00","2026-06-24 10:25:12","4"
"EVT-AGR-089","23.187938","79.811772","2026-04-25 00:00:00","2026-04-25 21:57:00","2"
"EVT-AGR-090","22.874695","78.741408","2025-06-15 00:00:00","2025-06-16 14:37:48","4"
"EVT-AGR-091","30.957534","76.434139","2026-02-07 00:00:00","2026-02-08 21:42:36","4"
"EVT-AGR-092","31.219433","75.732461","2026-04-22 00:00:00","2026-04-23 07:49:48","1"
"EVT-AGR-093","29.506244","76.339176","2025-01-09 00:00:00","2025-01-10 16:16:12","4"
"EVT-AGR-094","29.120767","76.208801","2025-09-01 00:00:00","2025-09-01 03:54:36","1"
"EVT-AGR-095","29.346333","77.109965","2025-05-23 00:00:00","2025-05-23 12:36:36","2"
"EVT-AGR-096","27.763508","78.259172","2025-07-30 00:00:00","2025-07-30 11:00:00","1"
"EVT-AGR-097","26.965575","81.011318","2025-05-13 00:00:00","2025-05-13 17:15:00","4"
"EVT-AGR-098","25.126148","82.956543","2025-06-09 00:00:00","2025-06-09 05:26:24","4"
"EVT-AGR-099","24.027732","79.500067","2025-11-24 00:00:00","2025-11-24 02:09:36","3"
"EVT-AGR-100","22.324945","78.958515","2025-01-26 00:00:00","2025-01-27 23:38:24","4"
