event_id,latitude,longitude,event_date,frp_mean,frp_max,confidence,facility_distance,facility_count,industrial_ratio,forest_ratio,agriculture_ratio,builtup_ratio,detection_count,event_duration_hours,label,recurrence_frequency
EVT-WIL-071,30.35229,77.639165,2026-02-05,84.19,98.312,0.767,76734.2,0,0.013,0.897,0.187,0.121,1,85.53,WILDFIRE,0
EVT-WIL-072,30.722287,76.666948,2025-09-21,34.428,53.13,0.849,24367.95,0,0.061,0.556,0.186,0.053,4,5.71,WILDFIRE,0
EVT-WIL-073,31.72658,75.631188,2025-07-01,14.921,19.628,0.754,42833.13,0,0.039,0.696,0.066,0.018,3,4.0,WILDFIRE,0
EVT-WIL-074,33.679914,74.852757,2025-11-20,149.279,228.249,0.849,36941.5,0,0.077,0.879,0.169,0.179,9,52.69,WILDFIRE,0
EVT-WIL-075,23.293007,77.687241,2026-02-17,149.386,170.244,0.978,78848.35,0,0.009,0.832,0.007,0.154,3,96.11,WILDFIRE,1
EVT-WIL-076,23.209909,75.491149,2025-07-07,51.389,74.178,0.712,49235.88,0,0.027,0.719,0.085,0.176,1,33.17,WILDFIRE,0
EVT-WIL-077,21.221084,79.358589,2026-02-13,85.377,123.528,0.772,54246.5,0,0.015,0.701,0.113,0.083,3,99.05,WILDFIRE,0
EVT-WIL-078,15.351601,76.532146,2025-01-05,155.139,286.422,0.74,56434.33,0,0.017,0.902,0.117,0.053,8,111.62,WILDFIRE,0
EVT-WIL-079,11.963195,77.093783,2025-07-26,18.827,30.462,0.928,14212.51,0,0.051,0.661,0.133,0.024,7,112.51,WILDFIRE,0
EVT-WIL-080,10.009704,76.477636,2025-05-21,98.145,170.003,0.824,22378.8,0,0.01,0.98,0.091,0.175,3,58.4,WILDFIRE,0
EVT-WIL-081,30.528248,78.468724,2026-05-01,149.445,291.435,0.788,40675.17,0,0.045,0.729,0.038,0.18,2,31.14,WILDFIRE,0
EVT-WIL-082,31.27316,77.351105,2025-11-16,108.06,148.265,0.884,16649.95,0,0.095,0.872,0.175,0.027,1,39.1,WILDFIRE,0
EVT-WIL-083,32.922824,76.515544,2025-09-10,19.095,26.741,0.771,43504.76,0,0.02,0.663,0.125,0.078,3,42.1,WILDFIRE,0
EVT-WIL-084,33.894863,74.735399,2025-01-10,98.128,193.105,0.846,91701.38,0,0.079,0.575,0.086,0.14,4,118.42,WILDFIRE,0
EVT-WIL-085,23.71199,78.035012,2025-08-28,28.985,51.127,0.842,74555.69,0,0.087,0.82,0.122,0.151,6,101.25,WILDFIRE,0
EVT-WIL-086,22.33472,75.939704,2025-02-23,42.44,79.25,0.882,46660.47,0,0.019,0.696,0.141,0.041,6,12.14,WILDFIRE,0
EVT-WIL-087,21.132115,79.056633,2025-02-14,53.847,106.265,0.898,64168.02,0,0.031,0.679,0.008,0.146,2,6.14,WILDFIRE,0
EVT-WIL-088,15.298153,76.121885,2026-06-18,123.475,184.973,0.836,48124.55,0,0.032,0.774,0.086,0.12,9,107.88,WILDFIRE,0
EVT-WIL-089,10.184748,76.681127,2025-07-31,37.106,51.374,0.78,24057.42,0,0.076,0.763,0.184,0.007,4,8.97,WILDFIRE,0
EVT-WIL-090,10.152146,76.585238,2025-06-08,157.904,197.146,0.755,60774.94,0,0.05,0.8,0.075,0.165,3,17.49,WILDFIRE,0
EVT-WIL-091,30.476996,78.159253,2025-04-24,65.436,104.001,0.719,23669.36,0,0.007,0.863,0.058,0.145,8,8.9,WILDFIRE,0
EVT-WIL-092,32.005181,76.910899,2025-02-10,13.563,14.967,0.939,29592.72,0,0.055,0.733,0.159,0.098,1,60.58,WILDFIRE,0
EVT-WIL-093,32.67086,76.414897,2025-11-05,17.762,26.711,0.948,69199.68,0,0.069,0.663,0.084,0.073,8,63.05,WILDFIRE,0
EVT-WIL-094,34.230513,75.237523,2026-01-11,47.628,66.526,0.742,88233.6,0,0.06,0.608,0.139,0.17,3,29.27,WILDFIRE,0
EVT-WIL-095,23.351164,77.400839,2025-03-03,124.338,247.162,0.713,76822.53,0,0.007,0.805,0.151,0.072,1,2.3,WILDFIRE,0
EVT-WIL-096,23.003707,75.51827,2026-06-09,38.424,44.868,0.855,62872.95,0,0.079,0.874,0.179,0.161,3,30.42,WILDFIRE,0
EVT-WIL-097,21.198328,79.201597,2026-04-17,149.792,254.316,0.973,46355.95,0,0.054,0.759,0.021,0.047,3,63.79,WILDFIRE,0
EVT-WIL-098,15.00818,75.990018,2026-02-17,39.697,70.544,0.727,90825.59,0,0.073,0.58,0.138,0.126,2,91.12,WILDFIRE,0
EVT-WIL-099,10.921004,77.232419,2026-04-20,58.369,99.953,0.968,62052.0,0,0.066,0.738,0.151,0.2,6,20.09,WILDFIRE,0
EVT-WIL-100,9.350239,76.37538,2025-07-02,95.735,104.985,0.813,61634.0,0,0.059,0.833,0.144,0.128,5,95.04,WILDFIRE,0
EVT-AGR-001,30.597921,75.280676,2025-02-26,55.103,98.747,0.877,12684.69,0,0.089,0.033,0.866,0.21,2,28.79,AGRICULTURAL_BURNING,0
EVT-AGR-002,31.10477,75.791882,2025-11-17,87.09,144.99,0.831,36299.75,0,0.021,0.029,0.711,0.237,1,24.74,AGRICULTURAL_BURNING,0
EVT-AGR-003,30.607219,76.34553,2025-05-02,82.494,113.499,0.904,73229.92,0,0.017,0.091,0.962,0.112,1,44.4,AGRICULTURAL_BURNING,0
EVT-AGR-004,29.08334,76.285511,2025-01-28,57.464,70.68,0.918,47381.0,0,0.102,0.143,0.907,0.084,1,3.51,AGRICULTURAL_BURNING,0
EVT-AGR-005,29.173896,77.416746,2025-01-31,66.02,95.281,0.802,15153.12,0,0.015,0.035,0.91,0.054,1,26.78,AGRICULTURAL_BURNING,0
EVT-AGR-006,26.90577,77.853922,2025-05-03,58.515,79.749,0.862,82537.45,0,0.137,0.135,0.907,0.165,1,30.15,AGRICULTURAL_BURNING,0
EVT-AGR-007,26.9208,81.212952,2025-10-12,96.019,148.614,0.907,37068.96,0,0.002,0.076,0.768,0.121,3,12.74,AGRICULTURAL_BURNING,0
EVT-AGR-008,25.39803,82.973112,2025-07-03,97.144,116.28,0.773,29986.64,0,0.075,0.097,0.959,0.086,3,33.56,AGRICULTURAL_BURNING,0
EVT-AGR-009,23.375077,80.07352,2025-05-18,7.945,12.513,0.877,68472.2,0,0.077,0.091,0.72,0.029,4,31.78,AGRICULTURAL_BURNING,0
EVT-AGR-010,23.255108,78.700209,2025-02-23,57.97,97.875,0.92,51342.42,0,0.105,0.129,0.603,0.233,4,2.22,AGRICULTURAL_BURNING,0
EVT-AGR-011,30.270832,76.519867,2026-01-25,5.37,7.671,0.777,19109.4,0,0.068,0.06,0.88,0.225,4,6.85,AGRICULTURAL_BURNING,0
EVT-AGR-012,31.021515,75.27333,2025-12-19,13.43,18.746,0.953,85806.51,0,0.1,0.069,0.874,0.027,3,7.78,AGRICULTURAL_BURNING,0
EVT-AGR-013,30.676724,76.271058,2026-03-01,38.366,69.199,0.918,46891.21,0,0.116,0.041,0.763,0.065,2,39.68,AGRICULTURAL_BURNING,0
EVT-AGR-014,29.184435,76.10172,2026-04-10,96.162,119.633,0.95,53553.12,0,0.084,0.051,0.674,0.076,3,4.87,AGRICULTURAL_BURNING,0
EVT-AGR-015,29.500195,77.77042,2025-10-21,54.493,77.069,0.815,22788.57,0,0.123,0.03,0.858,0.195,5,41.56,AGRICULTURAL_BURNING,0
EVT-AGR-016,27.524723,78.037051,2025-11-07,74.294,128.45,0.873,76939.16,0,0.063,0.122,0.87,0.124,5,44.57,AGRICULTURAL_BURNING,0
EVT-AGR-017,26.947112,80.276377,2025-10-18,26.449,46.671,0.795,38497.15,0,0.037,0.074,0.897,0.226,4,28.02,AGRICULTURAL_BURNING,0
EVT-AGR-018,24.733788,83.262202,2025-02-07,47.491,65.958,0.817,54469.93,0,0.071,0.123,0.871,0.099,3,38.63,AGRICULTURAL_BURNING,0
EVT-AGR-019,23.719575,80.060411,2025-02-16,32.105,53.881,0.749,62069.3,0,0.038,0.077,0.958,0.108,1,47.39,AGRICULTURAL_BURNING,0
EVT-AGR-020,23.395999,78.541677,2026-04-18,42.364,75.836,0.88,50282.94,0,0.122,0.106,0.751,0.225,2,11.81,AGRICULTURAL_BURNING,0
EVT-AGR-021,30.721227,75.959222,2026-03-09,28.489,35.96,0.72,78147.9,1,0.034,0.075,0.976,0.023,3,25.08,AGRICULTURAL_BURNING,0
EVT-AGR-022,31.483435,75.223292,2025-10-28,43.982,52.46,0.895,71700.26,0,0.059,0.134,0.551,0.089,1,27.09,AGRICULTURAL_BURNING,0
EVT-AGR-023,30.472092,76.715767,2025-11-17,22.245,33.371,0.885,53900.07,0,0.014,0.127,0.625,0.196,5,37.79,AGRICULTURAL_BURNING,0
EVT-AGR-024,28.538861,76.135009,2025-07-14,52.217,56.29,0.745,66541.04,0,0.012,0.132,0.893,0.22,5,33.83,AGRICULTURAL_BURNING,0
EVT-AGR-025,29.157846,77.757371,2025-08-24,92.315,104.819,0.772,11158.67,0,0.142,0.067,0.84,0.213,5,8.6,AGRICULTURAL_BURNING,0
EVT-AGR-026,27.137026,77.99038,2026-06-20,9.643,16.306,0.783,60130.73,0,0.039,0.02,0.6,0.044,3,30.98,AGRICULTURAL_BURNING,0
EVT-AGR-027,27.298175,80.339086,2026-02-16,70.251,105.959,0.951,37760.21,0,0.125,0.011,0.868,0.247,5,28.24,AGRICULTURAL_BURNING,0
EVT-AGR-028,25.308626,82.832926,2026-04-03,69.551,118.573,0.969,46859.35,0,0.089,0.018,0.655,0.096,1,35.36,AGRICULTURAL_BURNING,0
EVT-AGR-029,23.547618,79.821947,2025-01-12,87.958,144.205,0.692,7404.85,0,0.084,0.042,0.807,0.12,1,14.53,AGRICULTURAL_BURNING,0
EVT-AGR-030,23.235952,78.962091,2026-05-14,95.807,180.466,0.894,44543.06,0,0.122,0.11,0.645,0.124,2,22.75,AGRICULTURAL_BURNING,0
EVT-AGR-031,31.239704,76.059148,2025-07-10,66.734,85.412,0.788,8881.29,0,0.118,0.065,0.738,0.076,4,28.63,AGRICULTURAL_BURNING,0
EVT-AGR-032,31.699092,75.710869,2025-04-24,77.913,106.741,0.79,41662.05,0,0.048,0.114,0.954,0.172,5,21.29,AGRICULTURAL_BURNING,0
EVT-AGR-033,30.205962,77.074415,2026-01-05,35.184,40.061,0.8,15527.83,0,0.062,0.084,0.95,0.028,4,22.51,AGRICULTURAL_BURNING,0
EVT-AGR-034,29.156217,75.603985,2025-12-02,25.595,32.849,0.796,49968.35,0,0.024,0.014,0.786,0.096,1,26.77,AGRICULTURAL_BURNING,0
EVT-AGR-035,28.445243,77.811021,2025-09-23,15.289,17.702,0.722,88408.5,1,0.093,0.092,0.974,0.04,2,10.59,AGRICULTURAL_BURNING,0
EVT-AGR-036,26.828208,78.180744,2026-06-11,41.475,76.379,0.723,89750.87,0,0.097,0.145,0.575,0.232,2,27.69,AGRICULTURAL_BURNING,1
EVT-AGR-037,26.480858,80.747497,2025-10-07,68.984,99.186,0.725,25750.12,0,0.128,0.005,0.855,0.25,3,8.57,AGRICULTURAL_BURNING,0
EVT-AGR-038,25.198738,82.662473,2025-01-05,61.03,99.564,0.851,36040.7,0,0.089,0.031,0.792,0.223,4,32.34,AGRICULTURAL_BURNING,0
EVT-AGR-039,22.536258,79.749271,2026-01-20,28.24,29.92,0.966,23910.99,0,0.122,0.025,0.672,0.116,1,38.52,AGRICULTURAL_BURNING,0
EVT-AGR-040,23.372684,78.656229,2025-06-25,19.59,33.502,0.723,82637.39,1,0.05,0.024,0.555,0.077,3,43.96,AGRICULTURAL_BURNING,0
EVT-AGR-041,30.668889,75.625514,2026-05-08,61.257,77.709,0.837,32238.67,0,0.043,0.086,0.629,0.128,1,7.02,AGRICULTURAL_BURNING,0
EVT-AGR-042,31.725906,75.583213,2025-12-18,82.855,133.05,0.886,65871.13,0,0.092,0.042,0.593,0.159,5,4.12,AGRICULTURAL_BURNING,1
EVT-AGR-043,29.612584,77.197553,2026-06-05,20.232,31.741,0.909,74859.86,0,0.046,0.082,0.792,0.129,5,10.87,AGRICULTURAL_BURNING,0
EVT-AGR-044,29.363187,76.497965,2025-12-20,83.776,130.27,0.751,68382.38,0,0.116,0.088,0.598,0.038,1,36.29,AGRICULTURAL_BURNING,0
EVT-AGR-045,28.881809,77.660165,2025-09-21,71.328,91.786,0.886,85592.55,1,0.014,0.049,0.651,0.11,2,23.29,AGRICULTURAL_BURNING,0
EVT-AGR-046,26.820359,78.194028,2026-02-05,18.422,23.524,0.929,56205.44,0,0.118,0.01,0.659,0.073,2,47.31,AGRICULTURAL_BURNING,0
EVT-AGR-047,26.608135,81.65719,2026-05-08,22.509,35.795,0.79,83563.83,0,0.115,0.067,0.872,0.244,1,31.2,AGRICULTURAL_BURNING,0
EVT-AGR-048,25.104065,83.778782,2025-09-06,89.223,101.082,0.868,71541.24,0,0.074,0.093,0.615,0.07,4,13.69,AGRICULTURAL_BURNING,0
EVT-AGR-049,23.665802,80.210655,2025-03-16,88.867,121.555,0.809,39824.59,0,0.027,0.11,0.743,0.024,3,39.34,AGRICULTURAL_BURNING,0
EVT-AGR-050,23.661545,78.115159,2026-06-05,91.147,121.851,0.857,56748.66,1,0.033,0.017,0.834,0.2,2,36.76,AGRICULTURAL_BURNING,0
EVT-AGR-051,31.246537,75.65895,2025-09-08,56.947,104.283,0.934,82864.96,0,0.128,0.145,0.75,0.031,2,19.34,AGRICULTURAL_BURNING,0
EVT-AGR-052,31.330633,75.833707,2025-02-15,23.565,43.96,0.901,59480.38,0,0.05,0.097,0.63,0.236,4,15.18,AGRICULTURAL_BURNING,0
EVT-AGR-053,29.935941,76.586102,2025-11-18,47.873,76.003,0.726,62232.91,0,0.041,0.041,0.62,0.096,5,22.35,AGRICULTURAL_BURNING,0
EVT-AGR-054,29.407351,75.758616,2025-06-28,56.465,65.474,0.88,85235.51,0,0.135,0.015,0.568,0.186,3,36.77,AGRICULTURAL_BURNING,0
EVT-AGR-055,29.849633,77.766078,2025-02-08,40.771,53.322,0.73,89661.34,1,0.01,0.124,0.825,0.189,1,41.35,AGRICULTURAL_BURNING,0
EVT-AGR-056,26.876688,78.004973,2026-01-20,61.86,83.56,0.716,20821.79,0,0.011,0.009,0.944,0.092,2,47.16,AGRICULTURAL_BURNING,0
EVT-AGR-057,26.529822,81.000128,2025-01-30,62.076,101.622,0.708,21027.61,0,0.011,0.091,0.974,0.175,1,47.28,AGRICULTURAL_BURNING,0
EVT-AGR-058,24.961994,82.791117,2026-01-19,87.366,118.815,0.681,48114.91,0,0.039,0.074,0.625,0.033,5,4.79,AGRICULTURAL_BURNING,0
EVT-AGR-059,23.747094,80.259235,2025-03-19,32.39,39.379,0.688,52041.67,0,0.105,0.097,0.717,0.148,3,8.25,AGRICULTURAL_BURNING,0
EVT-AGR-060,23.168216,78.641961,2025-02-20,92.66,169.492,0.868,83900.29,1,0.001,0.009,0.597,0.042,3,17.53,AGRICULTURAL_BURNING,0
EVT-AGR-061,31.27399,76.045402,2026-06-11,18.911,31.879,0.783,6104.43,0,0.042,0.05,0.668,0.207,1,33.69,AGRICULTURAL_BURNING,1
EVT-AGR-062,31.409702,75.67087,2026-02-15,69.332,84.28,0.868,46098.49,0,0.017,0.078,0.593,0.058,3,7.23,AGRICULTURAL_BURNING,0
EVT-AGR-063,30.160833,77.072479,2025-05-12,35.598,64.557,0.843,83128.59,0,0.045,0.017,0.789,0.099,2,42.33,AGRICULTURAL_BURNING,0
EVT-AGR-064,29.330683,75.469149,2026-03-10,57.536,73.663,0.822,8171.37,0,0.015,0.046,0.793,0.03,5,4.73,AGRICULTURAL_BURNING,0
EVT-AGR-065,28.641115,77.453268,2025-01-08,37.176,46.242,0.735,69889.96,0,0.143,0.021,0.963,0.157,1,34.37,AGRICULTURAL_BURNING,0
EVT-AGR-066,27.030306,77.807316,2025-12-13,50.93,76.565,0.774,13946.9,0,0.005,0.041,0.591,0.064,4,31.02,AGRICULTURAL_BURNING,0
EVT-AGR-067,26.82517,81.192652,2025-01-21,46.171,62.323,0.889,54217.26,0,0.074,0.073,0.966,0.194,5,23.52,AGRICULTURAL_BURNING,0
EVT-AGR-068,25.406879,82.766707,2025-09-26,35.322,44.772,0.97,66088.62,0,0.009,0.004,0.808,0.036,1,44.87,AGRICULTURAL_BURNING,0
EVT-AGR-069,23.011844,80.177428,2026-03-01,32.73,36.146,0.894,13651.81,0,0.013,0.047,0.555,0.12,4,38.66,AGRICULTURAL_BURNING,0
EVT-AGR-070,22.500946,78.962222,2026-01-18,43.618,77.267,0.827,23958.07,0,0.041,0.004,0.654,0.104,5,17.51,AGRICULTURAL_BURNING,0
EVT-AGR-071,30.7829,75.894907,2026-03-12,54.473,72.946,0.918,18396.13,0,0.016,0.075,0.839,0.203,1,37.37,AGRICULTURAL_BURNING,0
EVT-AGR-072,31.263883,75.444182,2025-11-15,16.029,17.359,0.775,47116.76,0,0.084,0.072,0.842,0.173,2,15.95,AGRICULTURAL_BURNING,0
EVT-AGR-073,29.710319,77.231485,2026-04-12,34.896,46.439,0.881,60029.92,0,0.02,0.066,0.934,0.028,5,8.67,AGRICULTURAL_BURNING,0
EVT-AGR-074,29.037477,75.931116,2026-04-07,5.962,10.9,0.812,86112.8,0,0.13,0.138,0.789,0.067,2,33.21,AGRICULTURAL_BURNING,0
EVT-AGR-075,28.829134,77.529241,2025-10-10,30.509,35.62,0.883,87799.32,0,0.004,0.111,0.949,0.037,4,33.52,AGRICULTURAL_BURNING,0
EVT-AGR-076,27.23463,78.28069,2025-03-01,84.27,125.976,0.943,79629.22,1,0.077,0.038,0.768,0.043,5,31.97,AGRICULTURAL_BURNING,0
EVT-AGR-077,26.866372,80.847721,2025-10-18,33.454,41.726,0.86,71876.87,0,0.009,0.128,0.92,0.099,2,19.92,AGRICULTURAL_BURNING,0
EVT-AGR-078,25.379757,83.162657,2025-12-22,13.204,23.724,0.948,74837.12,0,0.084,0.148,0.657,0.037,3,27.41,AGRICULTURAL_BURNING,0
EVT-AGR-079,22.824645,80.044364,2025-08-26,61.643,78.559,0.734,8436.71,0,0.055,0.132,0.695,0.176,4,16.42,AGRICULTURAL_BURNING,0
EVT-AGR-080,22.435705,78.139877,2026-02-13,58.128,61.083,0.69,89223.6,0,0.141,0.135,0.559,0.202,4,22.2,AGRICULTURAL_BURNING,0
EVT-AGR-081,30.666882,75.831582,2025-07-28,76.376,131.677,0.86,30606.78,0,0.047,0.145,0.739,0.123,4,20.25,AGRICULTURAL_BURNING,0
EVT-AGR-082,31.009642,75.48512,2025-10-26,83.538,152.264,0.95,52965.18,0,0.106,0.126,0.792,0.181,3,36.24,AGRICULTURAL_BURNING,0
EVT-AGR-083,29.84116,77.463192,2026-03-04,52.346,81.137,0.681,77756.81,0,0.092,0.019,0.901,0.185,4,19.43,AGRICULTURAL_BURNING,0
EVT-AGR-084,29.389346,76.133411,2026-02-14,59.198,62.191,0.867,66044.94,0,0.074,0.121,0.843,0.084,3,46.08,AGRICULTURAL_BURNING,0
EVT-AGR-085,29.261878,77.14463,2025-05-13,92.296,156.172,0.857,19634.51,1,0.082,0.115,0.774,0.22,5,18.9,AGRICULTURAL_BURNING,0
EVT-AGR-086,27.199092,77.877395,2025-03-01,15.316,18.08,0.923,46172.66,0,0.002,0.071,0.621,0.182,1,38.38,AGRICULTURAL_BURNING,0
EVT-AGR-087,27.35833,80.650064,2026-03-15,33.84,61.098,0.838,80300.54,0,0.034,0.05,0.753,0.13,5,6.38,AGRICULTURAL_BURNING,0
EVT-AGR-088,24.654005,83.471277,2026-06-23,57.554,77.262,0.831,29859.75,0,0.075,0.139,0.818,0.138,4,34.42,AGRICULTURAL_BURNING,0
EVT-AGR-089,23.187938,79.811772,2026-04-25,97.468,169.63,0.93,46047.17,0,0.126,0.046,0.878,0.052,2,21.95,AGRICULTURAL_BURNING,0
EVT-AGR-090,22.874695,78.741408,2025-06-15,82.91,105.144,0.896,11265.53,0,0.119,0.06,0.861,0.23,4,38.63,AGRICULTURAL_BURNING,0
EVT-AGR-091,30.957534,76.434139,2026-02-07,32.796,56.846,0.775,73509.2,1,0.013,0.007,0.979,0.22,4,45.71,AGRICULTURAL_BURNING,0
EVT-AGR-092,31.219433,75.732461,2026-04-22,17.352,25.613,0.744,84521.82,1,0.021,0.037,0.636,0.072,1,31.83,AGRICULTURAL_BURNING,0
EVT-AGR-093,29.506244,76.339176,2025-01-09,62.243,102.1,0.786,18577.77,1,0.048,0.145,0.817,0.084,4,40.27,AGRICULTURAL_BURNING,0
EVT-AGR-094,29.120767,76.208801,2025-09-01,89.09,144.467,0.866,21130.29,0,0.145,0.09,0.729,0.155,1,3.91,AGRICULTURAL_BURNING,0
EVT-AGR-095,29.346333,77.109965,2025-05-23,55.766,71.664,0.689,74345.84,1,0.026,0.008,0.875,0.101,2,12.61,AGRICULTURAL_BURNING,0
EVT-AGR-096,27.763508,78.259172,2025-07-30,24.968,32.78,0.739,32000.69,1,0.024,0.063,0.928,0.033,1,11.0,AGRICULTURAL_BURNING,0
EVT-AGR-097,26.965575,81.011318,2025-05-13,27.845,39.173,0.741,15930.02,0,0.057,0.086,0.705,0.16,4,17.25,AGRICULTURAL_BURNING,0
EVT-AGR-098,25.126148,82.956543,2025-06-09,35.593,54.664,0.761,9533.44,0,0.026,0.064,0.759,0.062,4,5.44,AGRICULTURAL_BURNING,0
EVT-AGR-099,24.027732,79.500067,2025-11-24,41.234,44.659,0.854,12841.9,0,0.081,0.113,0.732,0.089,3,2.16,AGRICULTURAL_BURNING,0
EVT-AGR-100,22.324945,78.958515,2025-01-26,70.009,77.129,0.724,33158.53,0,0.066,0.11,0.923,0.194,4,47.64,AGRICULTURAL_BURNING,0
